FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
677,FP,,WE CREATE COMMUNITY FOOD PANTRY (FP),(347) 409-5414,"8501 NEW UTRECHT AVENUE, B",BK,11214,,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,11:30 AM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1755331216898,maps.nyc.data,427bc05d-5b0a-443b-bae2-9997d2bcfcb3,40.607235925555,-74.001487183385,98.1,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.001487183385 40.607235925555),36047027800,BK1101,418
678,FP,,WOODBINE (FP),(646) 824-6064,"585 Woodward Ave, Ridgewood, NY, 11385, USA",QN,11385,,,,,,open,09:30 AM,10:00 AM,,,closed,,,,,open,09:30 AM,10:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1724140834272,maps.nyc.data,f0aca09e-9c49-44fd-819e-c370420b7a27,40.706437258379,-73.90809987388,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.90809987388 40.706437258379),36081058900,QN0502,419
679,FP,,YESHUA WORLDWIDE MINISTRIES FOOD PANTRY (FP),(347) 507-1689,"79-11 Caldwell Ave, Middle Village, NY, 11379, USA",QN,11379,,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1722585624994,maps.nyc.data,a5b17cc2-1c47-4ce7-87dd-c49944c46dee,40.725685670378,-73.88025443716,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.88025443716 40.725685670378),36081050700,QN0504,420
680,FP,,ZION TABERNACLE F.B.H. CHURCH,(718) 717-9993,105-01 107 AV,QN,11417,,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,bfeee583-9d93-4b42-803e-d8a6c2852a03,40.68115764794925,-73.83527454633045,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8352745463305 40.6811576479492),36081009400,QN1001,421
686,FP,,ADMIRABLE CHRIST MINISTRIES FOOD PANTRY,(570) 856-7065,"2361 Maclay Ave, Bronx, NY, 10462, USA",BX,10462,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,03:30 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1737190819374,maps.nyc.data,c3ff2498-440f-44eb-a60b-f44ee02bb70d,40.839724732023,-73.851349276421,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.851349276421 40.839724732023),36005020400,BX1001,422
687,FP,,CITY OF REFUGE FP,(929) 289-2267,"1115 Blake Ave, Brooklyn, NY, 11208, USA",BK,11208,,,,,,closed,,,,,closed,,,,,open,09:30 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1690531224951,maps.nyc.data,0f1e4c9f-b2c6-4f06-91e7-733f51f787c9,40.670630480475,-73.876699169109,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.876699169109 40.670630480475),36047119400,BK0502,423
688,FP,,COMMUNITY CHURCH OF CHRIST FOOD PANTRY,(718) 523-2612,"167-04 108th Ave, Jamaica, NY, 11433, USA",QN,11433,,,,,,closed,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,1ed01aaa-0270-43cb-964f-53f0de62150f,40.69797882842738,-73.78757673957737,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.7875767395774 40.6979788284274),36081025800,QN1202,424
691,FP,,FLATBUSH COMMUNITY FUND ,(718) 850-3545,"1860 Flatbush Ave, Brooklyn, NY, 11210, USA",BK,11210,,,,,,closed,,,,,open,12:00 PM,03:00 PM,,,open,12:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1754985615026,maps.nyc.data,b422843f-6f11-44e6-8aab-d90395ed1a6d,40.624301228963,-73.938892387757,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.938892387757 40.624301228963),36047073800,BK1801,425
692,FP,,GRACE & PEACE FOOD BANK,(718) 924-8839,"525 Compton Ave, Bronx, NY, 10473, USA",BX,10473,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD SATURDAY OF THE MONTH ONLY,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,948b5cdf-039e-4300-b2b6-88813ef564c4,40.813054480037,-73.85426416707,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.85426416707 40.813054480037),36005000400,BX0902,426
693,FP,,HOPE RESTORATION MINISTRIES,(516) 689-7022,"101-01 Springfield Blvd, Queens Village, NY, 11429, USA",QN,11429,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Last Saturday of the month,,1680892750097,rwrenner_nyc,1748678413709,maps.nyc.data,da4780c4-a042-4d0c-bcfb-ff7590b54a40,40.714219729749,-73.735422945458,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.735422945458 40.714219729749),36081056800,QN1303,427
697,FP,,RCA CAMBRIA HEIGHTS COMMUNITY CHURCH FP,(718) 528-2138,"116-12 220th St, Cambria Heights, NY, 11411, USA",QN,11411,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4TH SATURDAY OF THE MONTH,,1680892750097,rwrenner_nyc,1714464016029,maps.nyc.data,4fec3636-e341-496c-836b-87a732e0744f,40.696438444171,-73.739669133788,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.739669133788 40.696438444171),36081059800,QN1304,428
698,FP,,SHOUT FOR JOY BAPTIST CHURCH INC,(347) 400-0409,"456 White Plains Rd, Bronx, NY, 10473, USA",BX,10473,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,09:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,ac0ee310-84e3-4001-89c1-d5e5f97eb8d0,40.814702613658596,-73.8562856306584,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8562856306584 40.8147026136586),36005000400,BX0902,429
699,FP,,WORSHIP CHRISTIAN CENTER INC (FP),(631) 482-0758,"113-16 Farmers Blvd, Saint Albans, NY, 11412, USA",QN,11412,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,open,10:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1701162024142,maps.nyc.data,6f815ad3-07a9-4d97-9bf6-f4f5cf8fbd8e,40.699057453637,-73.76300250821,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.76300250821 40.699057453637),36081040000,QN1205,430
700,FP,,BROOKLYN FAITH SEVENTH DAY ADVENTIST CHURCH,(718) 342-6712,"5518 Church Ave, Brooklyn, NY, 11203, USA",BK,11203,,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1732179621875,maps.nyc.data,66757eb8-0fea-4d01-a636-7da4a1d5f808,40.652373521893,-73.924916821497,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.924916821497 40.652373521893),36047093800,BK1703,431
701,FP,,"ELITE LEARNERS, INC (FP)",(347) 221-0188,"4517 Avenue D, Brooklyn, NY, 11203, USA",BK,11203,,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1754726414227,maps.nyc.data,87af3041-0420-4c40-b030-83b5bf3adadb,40.642011645549,-73.933537692732,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.933537692732 40.642011645549),36047083800,BK1702,432
702,FP,,PEOPLES BAPTIST CHURCH,(718) 676-0318,"105 Riverdale Ave, Brooklyn, NY, 11212, USA",BK,11212,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLY OPEN ON THE 2ND & 4TH SATURDAY,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,d4bb12a9-af95-4453-a5c4-97f637a1a131,40.66052119278373,-73.91285693920815,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9128569392082 40.6605211927837),36047089800,BK1602,433
703,FP,,ST. ATHANASIUS R.C. CHURCH FP,(718) 236-0124,2154 61st street ,BK,11204,,,,,,open,03:15 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,7dfae98e-1639-48b0-9c7c-7cf8d2dfa200,40.61653065989563,-73.9799528168421,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9799528168421 40.6165306598956),36047024600,BK1204,434
706,FP,,BAIT-UL JAMAAT-HOUSE COMMUNITY INC (FP),(347) 289-7991,"332 Broadway, Staten Island, NY, 10310, USA",SI,10310,,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1755331216898,maps.nyc.data,ded85055-d71b-443f-9857-7993daaa4f9a,40.633096443784,-74.117032975944,100.0,Richmond County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.117032975944 40.633096443784),36085013302,SI0106,435
707,FP,,"IN THE BEGINNING OUTREACH, INC",(516) 303-5202,"189-13 Liberty Ave, St Albans, NY, 11412, USA",QN,11412,,,,,,closed,,,,,closed,,,,,open,12:30 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1692432015090,maps.nyc.data,ccbe84ed-1b26-4c9b-8e8c-2fab0f7856ca,40.703386469336,-73.767153230865,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.767153230865 40.703386469336),36081040400,QN1205,436
708,FP,,MOUNT MORIAH SEVENTH DAY ADVENTIST CHURCH FP,(347) 217-4988,1834 DECATUR STREE,QN,11385,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:30 AM,09:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD SATURDAY ONLY,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,91fa067d-9cb7-42e7-8063-e50015b487b0,40.698174001043,-73.897632720833,85.34,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.897632720833 40.698174001043),36081055700,QN0502,437
710,,SK,THE SALVATION ARMY NEW YORK TEMPLE,(212) 337-7469,"120 WEST 14TH STREET, NEW ",NY,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,42582add-6b84-4586-adc0-700be7188278,40.73782727622327,-73.99832620005976,94.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9983262000598 40.7378272762233),36061007100,MN0203,438
711,FP,,LOVE WINS FOOD PANTRY - MERCADITO SOLIDARIO,(347) 735-6989,"3763 83RD STREET, JACKSON HEIGHTS ",QN,11372,SUITE #1B,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,05:00 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4TH FRI ONLY,,1680892750097,rwrenner_nyc,1710489628676,maps.nyc.data,c46d7b4e-55c6-4555-b5a0-625d8e54fb6d,40.747979143983,-73.882909907905,99.98,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.882909907905 40.747979143983),36081028100,QN0301,439
712,FP,,LOVE WINS@CORSI HOUSE NEIGHBORHOOD SENIOR CENTER (FP),,"307 E 116th St, New York, NY, 10029, USA",NY,10029,,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST THURSDAY ONLY,,1680892750097,rwrenner_nyc,1745308819869,maps.nyc.data,ef2180b9-f081-4de9-9baf-4094f13b42a3,40.79693964254,-73.937169739016,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.937169739016 40.79693964254),36061018800,MN1102,440
713,FP,,ICNA RELIEEF QUBA PANTRY,(212) 463-3227,"634 Rugby Rd, Brooklyn, NY, 11230, USA",BK,11230,,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,4515b301-14a4-4db4-a9a0-0ce2f4ed5fea,40.63409660694297,-73.96410999848999,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.96410999849 40.634096606943),36047052000,BK1402,441
714,FP,,"JESUS RECONCILIATION MINISTRIES, INC",(718) 844-8704,"4051 Barnes Ave, Bronx, NY, 10466, USA",BX,10466,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH SATURDAY ONLY,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,be9322c2-03d9-4f8b-8d74-1083b91d9657,40.88915214449594,-73.85649484296167,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8564948429617 40.8891521444959),36005040600,BX1201,442
715,FP,,ST. JAMES PLACE (FP),(718) 367-0655,"2500 Jerome Ave, Bronx, NY, 10468, USA",BX,10468,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,10:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLY OPEN 2 LAST SATURDAYS OF THE MONTH,,1680892750097,rwrenner_nyc,1702371614171,maps.nyc.data,e1fc0703-ea84-45bd-b2d8-03edbc918784,40.864004297584,-73.899625434493,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.899625434493 40.864004297584),36005040100,BX0701,443
719,,SK,CHURCH OF GOD PROPHECY (SK),(718) 649-5533,"71 Malta St, Brooklyn, NY, 11207, USA",BK,11207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,open,03:30 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,2ND & 4TH TUE ONLY,1680892750097,rwrenner_nyc,1721808021571,maps.nyc.data,f1d5cd83-98c5-4900-90d4-6266ae7bd84b,40.659009223179,-73.89509476437,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.89509476437 40.659009223179),36047113000,BK0503,444
720,FP,,CHURCH OF GOD PROPHECY (FP),(718) 649-5533,"71 Malta St, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,open,03:30 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH TUE ONLY,,1680892750097,rwrenner_nyc,1721808021571,maps.nyc.data,68e3aba8-b037-4c3d-a9fa-f3141a1336fa,40.659009223179,-73.89509476437,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.89509476437 40.659009223179),36047113000,BK0503,445
721,FP,,FAITH ASSEMBLY COMMUNITY OUTREACH,(718) 849-5277,"120-13 101st Ave, South Richmond Hill, NY, 11419, USA",QN,11419,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4TH SATURDAY ONLY,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,c6d78c23-b75c-4fc7-8058-777eae114692,40.690510929883686,-73.8245309581163,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8245309581163 40.6905109298837),36081015400,QN0903,446
722,FP,,ICNA RELIEF BURKE AVENUE BRONX PANTRY,(214) 463-3227,"1277-D Burke Ave, Bronx, NY, 10469, USA  ",BX,10469,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,7b8545a1-8a2a-48fd-bbd2-3a669966f96b,40.871571144494965,-73.84958044339417,99.64,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8495804433942 40.871571144495),36005034800,BX1103,447
725,FP,,LOVE WINS NYC at PSS,(718) 588-3004,"1181 Nelson Ave, Bronx, NY, 10452, USA",BX,10452,2ND FLOOR,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND FRIDAY ONLY,,1680892750097,rwrenner_nyc,1743235219809,maps.nyc.data,56b0a5c8-21f4-4b4e-9cbc-3b4fb456ebab,40.837260494399,-73.925821815583,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.925821815583 40.837260494399),36005019900,BX0402,448
726,FP,,LOVE WINS FOOD PANTRY @ BCPC,(646) 518-9744,"271 Myrtle Ave, Brooklyn, NY, 11201, USA",BK,11201,STONEWALL HOUSE,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:30 PM,02:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3RD THURSDAY ONLY,,1680892750097,rwrenner_nyc,1752307214510,maps.nyc.data,100df1e9-701c-44b8-9860-d007698daca5,40.693511599011,-73.978098982884,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.978098982884 40.693511599011),36047002901,BK0203,449
727,,SK,ST. ANN'S CORNER OF HARM REDUCTION,(718) 585-5544,"886 Westchester Ave, Bronx, NY, 10459, USA",BX,10459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,06:00 AM,12:00 PM,,,open,06:00 AM,12:00 PM,,,open,06:00 AM,12:00 PM,,,open,06:00 AM,12:00 PM,,,open,06:00 AM,12:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1744185619178,maps.nyc.data,33b35106-f14c-44bb-aa0c-7a88f27b964a,40.820597019429,-73.899470536923,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.899470536923 40.820597019429),36005008700,BX0202,450
728,FP,,ST. SIMON STOCK FOOD PANTRY (FP),(718) 367-1251,"2195 Valentine Ave, Bronx, NY, 10457, USA",BX,10457,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,10:00 AM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1722326421413,maps.nyc.data,3a692fa2-c32e-48fd-a1fe-1bf2d4c7b185,40.855189930115,-73.899024619674,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.899024619674 40.855189930115),36005038100,BX0502,451
729,FP,,VINEGAR HILL FOOD PANTRY,(908) 403-5755,"228 York St, Brooklyn, NY, 11201, USA",BK,11201,,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH TUESDAY ONLY,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,f5d90cac-d109-48a4-85ff-01a17ced55fe,40.700687021343356,-73.98139307926473,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9813930792647 40.7006870213434),36047002300,BK0202,452
731,FP,,HOUSE OF DAVID WORSHIP CENTER,(718) 649-5982,"747 Hendrix St, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,closed,,,,,open,10:30 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1708506015263,maps.nyc.data,fef7789b-4eb9-4fe3-9770-8c5fb5942b8e,40.663153739024,-73.886325030535,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.886325030535 40.663153739024),36047112200,BK0503,453
732,FP,,BETTER COMMUNITY FOOD PANTRY (FP),(347) 240-9352,"218 Buffalo Ave, Brooklyn, NY, 11213, USA",BK,11213,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,8060dd41-7341-48d6-960f-5fd004d026a5,40.671668621093,-73.925425854477,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.925425854477 40.671668621093),36047034700,BK0802,454
733,FP,,CHAMBERS MEMORIAL BAPTIST CHURCH/LOVE OFFERING,(347) 600-9820,"219 E 123rd St, New York, NY, 10035, USA",NY,10035,,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1691481615497,maps.nyc.data,aa05a643-9c86-4892-9d86-e03289f76d81,40.802163035051,-73.935932486288,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.935932486288 40.802163035051),36061019400,MN1102,455
735,FP,,HOLY CHILD JESUS FOOD PANTRY,(718) 847-1860,"112-06 86th Ave, Richmond Hill, NY, 11418, USA",QN,11418,,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,91b643d3-618a-44e4-a25a-1d0d91573428,40.69888231377064,-73.83686735939088,100.0,Queens County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8368673593909 40.6988823137706),36081013000,QN0902,456
